user_id,gender,time_on_site_min,ads_seen,previous_customer,bought
930,Female,0.63,1,0,1
931,Female,3.93,1,0,0
932,Female,7.2,1,1,1
933,Male,4.21,3,0,1
934,Female,4.11,2,1,1
935,Male,4.88,3,1,1
936,Female,5.43,4,0,1
937,Male,0.8,0,1,0
938,Male,1.31,5,0,0
939,Male,4.34,4,0,1
940,Female,2.86,4,0,1
941,Female,6.1,0,1,0
942,Male,3.5,1,1,1
943,Female,0.9,2,0,0
944,Male,1.97,3,0,0
945,Male,0.0,2,0,0
946,Male,3.63,3,1,1
947,Female,3.7,2,0,1
948,Male,3.32,2,0,0
949,Female,5.73,3,1,1
950,Male,5.92,4,0,0
951,Male,3.73,4,0,1
952,Male,0.58,4,0,0
953,Female,4.99,5,0,1
954,Male,4.89,5,0,0
955,Female,4.5,2,0,0
956,Female,5.57,4,0,0
957,Male,2.14,2,1,0
958,Female,7.21,2,0,1
959,Female,2.46,2,1,1
960,Male,5.2,2,0,0
961,Male,1.3,3,1,0
962,Male,2.51,6,0,1
963,Female,6.43,5,1,1
964,Male,3.58,4,0,0
965,Female,5.34,5,0,1
966,Female,4.38,1,0,0
967,Female,3.83,4,0,0
968,Male,6.18,3,1,1
969,Female,3.62,4,1,1
970,Male,1.15,3,1,1
971,Male,2.71,4,0,0
972,Male,4.88,3,1,1
973,Male,4.63,2,1,1
974,Male,1.49,1,0,0
975,Male,2.84,2,0,0
976,Male,3.07,1,1,1
977,Male,3.42,5,0,1
978,Female,1.8,2,0,0
979,Male,2.99,3,1,1
980,Female,2.83,3,0,0
981,Female,5.23,4,0,1
982,Female,5.29,0,0,0
983,Female,3.77,2,1,1
984,Female,3.37,6,1,1
985,Female,4.22,4,1,1
986,Female,2.69,5,0,0
987,Female,2.17,2,0,0
988,Male,2.5,1,0,0
989,Male,2.98,3,0,0
990,Female,2.14,4,0,1
991,Male,4.26,2,1,1
992,Female,5.17,2,1,1
993,Male,1.46,5,0,0
994,Male,4.04,5,1,1
995,Female,3.65,3,1,1
996,Female,4.55,2,0,0
997,Female,3.98,2,0,0
998,Male,1.67,5,0,1
999,Female,1.98,5,0,0
1000,Female,4.05,8,0,1
1001,Female,5.65,4,0,1
1002,Female,0.46,3,0,0
1003,Female,4.55,2,0,0
1004,Female,5.9,1,1,0
1005,Male,3.76,4,1,1
1006,Female,4.88,3,0,1
1007,Female,2.88,5,0,0
1008,Female,3.81,0,0,0
1009,Female,1.41,3,0,0
1010,Female,0.25,8,0,0
1011,Male,5.51,3,0,1
1012,Female,2.42,3,0,1
1013,Male,3.27,5,1,1
1014,Male,1.78,5,0,0
1015,Female,1.74,2,1,1
1016,Female,3.72,5,0,0
1017,Male,2.83,5,0,1
1018,Male,4.6,2,1,1
1019,Male,4.72,4,0,1
1020,Male,4.51,3,0,1
1021,Male,4.38,3,1,1
1022,Male,6.52,2,0,1
1023,Female,2.29,4,0,0
1024,Female,3.91,4,0,0
1025,Female,5.81,1,0,0
1026,Male,6.02,4,0,1
1027,Male,1.73,1,0,0
1028,Male,3.5,6,1,1
1029,Female,6.17,2,1,1
1030,Male,4.81,1,0,1
1031,Male,4.31,2,0,1
1032,Male,3.65,2,1,1
1033,Female,3.39,4,1,1
1034,Male,4.46,0,0,0
1035,Male,3.6,1,0,0
1036,Female,3.93,3,1,1
1037,Female,4.13,2,1,1
1038,Male,2.92,3,1,1
1039,Male,4.85,2,0,1
1040,Female,8.66,3,0,1
1041,Female,1.16,3,0,0
1042,Female,4.52,3,0,1
1043,Male,2.78,5,1,1
1044,Male,4.92,1,0,1
1045,Female,4.07,3,0,0
1046,Male,5.22,3,1,1
1047,Male,5.88,3,1,1
1048,Female,4.31,2,1,1
1049,Female,5.81,5,1,1
1050,Male,0.25,1,0,0
1051,Female,6.54,1,0,0
1052,Male,4.6,4,0,0
1053,Female,5.72,1,1,1
1054,Female,2.05,3,1,1
1055,Male,2.67,2,0,1
1056,Female,4.23,2,0,1
1057,Male,3.97,3,0,1
1058,Female,4.45,3,0,0
1059,Male,5.74,5,1,1
1060,Male,1.18,3,0,1
1061,Female,5.56,4,1,1
1062,Female,4.01,3,0,0
1063,Male,3.67,8,0,1
1064,Female,1.65,2,0,0
1065,Female,4.8,1,1,1
1066,Male,0.14,7,0,0
1067,Female,5.04,2,0,0
1068,Female,1.61,6,0,1
1069,Male,4.09,4,1,1
1070,Male,3.81,3,1,1
1071,Female,5.87,1,1,1
1072,Male,3.71,5,0,1
1073,Female,2.89,1,1,1
1074,Female,3.19,5,0,1
1075,Male,6.04,3,1,1
1076,Male,4.86,2,0,1
1077,Female,3.38,0,0,0
1078,Male,3.62,4,1,1
1079,Male,1.49,2,1,1
1080,Female,4.62,3,0,1
1081,Female,1.18,1,0,0
1082,Female,5.2,1,1,1
1083,Female,4.21,0,1,1
1084,Female,7.82,3,1,1
1085,Male,2.24,1,0,0
1086,Female,3.84,2,0,1
1087,Female,6.88,1,1,1
1088,Female,5.91,2,1,1
1089,Female,2.89,3,1,0
1090,Male,4.36,2,1,1
1091,Female,4.0,2,0,1
1092,Male,4.45,2,0,0
1093,Female,2.88,4,1,1
1094,Male,3.86,3,0,1
1095,Male,1.44,2,1,0
1096,Male,4.22,4,1,1
1097,Female,4.72,2,1,0
1098,Female,3.64,1,0,0
1099,Male,1.42,2,1,1
1100,Male,5.58,2,0,1
1101,Male,4.58,2,0,0
1102,Male,2.84,3,0,1
1103,Female,3.55,2,0,1
1104,Male,1.6,2,1,0
1105,Male,2.36,1,1,0
1106,Male,3.14,6,0,1
1107,Male,5.97,4,1,1
1108,Female,2.98,1,0,0
1109,Female,5.02,0,1,1
1110,Male,3.14,0,1,1
1111,Female,4.4,6,0,1
1112,Male,3.77,5,0,1
1113,Male,5.4,5,0,1
1114,Male,3.14,2,0,0
1115,Male,1.48,4,1,0
1116,Male,1.79,5,0,0
1117,Female,3.15,2,0,1
1118,Female,2.0,2,0,0
1119,Female,4.66,5,1,1
1120,Male,3.25,2,0,0
1121,Male,7.8,1,1,1
1122,Male,1.22,1,1,1
1123,Male,4.33,3,0,0
1124,Male,2.2,3,0,1
1125,Female,3.21,2,0,0
1126,Female,4.23,2,0,1
1127,Female,0.28,2,1,1
1128,Female,4.38,5,1,1
1129,Female,7.04,1,0,1
1130,Female,3.27,5,0,1
1131,Male,4.42,0,0,0
1132,Female,5.64,2,0,1
1133,Female,3.74,5,1,1
1134,Female,3.07,5,1,1
1135,Female,0.36,3,1,0
1136,Male,5.03,1,0,1
1137,Female,3.82,2,0,0
1138,Male,2.38,1,0,0
1139,Female,4.2,0,1,1
1140,Female,3.07,3,1,0
1141,Female,3.15,0,1,1
1142,Male,4.97,4,0,1
1143,Female,1.86,3,0,0
1144,Female,5.68,6,1,1
1145,Male,1.76,6,0,0
1146,Male,2.94,3,0,0
1147,Female,7.08,3,0,1
1148,Female,5.8,4,1,1
1149,Female,4.16,4,0,0
1150,Female,2.5,4,1,1
1151,Male,3.15,2,0,1
1152,Female,4.12,4,0,1
1153,Male,4.06,4,0,1
1154,Female,3.85,3,0,1
1155,Male,3.95,5,1,1
1156,Female,3.66,5,1,1
1157,Male,1.69,5,1,1
1158,Female,3.17,4,1,1
1159,Male,5.46,2,1,0
1160,Male,1.81,3,0,0
1161,Female,3.7,3,1,1
1162,Male,2.69,3,0,0
1163,Female,4.18,3,1,1
1164,Female,3.38,5,0,1
1165,Female,6.36,1,1,1
1166,Male,4.81,2,0,0
1167,Male,1.9,2,0,0
1168,Male,5.07,4,0,0
1169,Female,2.76,2,0,0
1170,Female,3.08,0,0,0
1171,Female,4.5,4,0,1
1172,Female,3.21,2,0,0
1173,Male,5.43,4,0,1
1174,Male,2.76,4,0,0
1175,Male,3.01,3,1,1
1176,Male,2.95,0,0,0
1177,Male,3.09,1,0,0
1178,Male,5.76,2,0,1
1179,Male,5.01,1,0,0
1180,Male,6.74,4,0,1
1181,Female,7.63,6,0,1
1182,Female,2.35,2,0,1
1183,Female,4.11,3,0,1
1184,Male,2.12,4,0,0
1185,Male,2.76,4,0,1
1186,Male,2.99,4,0,0
1187,Male,2.31,7,1,1
1188,Female,2.32,0,0,0
1189,Female,3.77,3,1,1
1190,Male,2.05,6,0,1
1191,Male,5.35,1,0,1
1192,Male,2.53,4,0,0
1193,Male,8.5,1,0,1
1194,Female,3.28,3,0,0
1195,Female,4.12,5,1,1
1196,Female,1.93,1,1,0
1197,Female,6.73,3,0,1
1198,Female,5.79,2,0,1
1199,Female,4.48,3,1,1
1200,Female,1.85,3,0,0
