post_id,user_id,post_time,post_hour,post_type,paid_boost,hashtags_count,followers_at_post,views,likes,clicks,comments,shares,watch_time_total_sec,like_rate,click_through_rate,comment_rate,session_time_normal,clicks_binomial
751,325,2025-07-28 00:09:30.951695,0,link,0,4,30352,14624,277,460,0,15,3421,0.0189414660831509,0.0314551422319474,0.0,25.383833769445477,2
752,438,2025-07-26 21:55:01.951695,21,video,0,3,1686,6819,314,82,0,26,4240,0.0460478075964217,0.0120252236398298,0.0,23.24157697191833,5
753,466,2025-06-30 02:58:24.951695,2,text,0,2,3106,1394,31,4,0,2,84,0.0222381635581061,0.0028694404591104,0.0,25.120633735113337,3
754,77,2025-07-28 07:57:13.951695,7,video,0,1,3205,4913,155,107,0,17,48410,0.031548951760635,0.0217789537960512,0.0,35.268208983039194,3
755,47,2025-09-11 01:42:03.951695,1,text,0,3,11747,4069,66,55,0,4,2167,0.0162202015237159,0.0135168346030965,0.0,25.253005555840286,4
756,389,2025-09-25 17:30:44.951695,17,video,0,2,6478,7836,328,67,37,9,195070,0.041858090862685,0.0085502807554874,0.0047217968351199,43.161910324186955,4
757,94,2025-08-18 21:16:33.951695,21,link,0,2,4538,9779,247,252,0,8,742,0.0252582063605685,0.0257695060844667,0.0,32.466589504404446,5
758,74,2025-07-14 13:51:23.951695,13,image,0,4,8080,3013,65,15,5,3,488,0.0215731828742117,0.0049784268171257,0.0016594756057085,30.92418061847437,7
759,235,2025-08-29 12:39:51.951695,12,video,0,4,2370,1734,47,22,0,6,28135,0.0271049596309111,0.0126874279123414,0.0,25.708211099093933,4
760,457,2025-09-05 11:17:27.951695,11,image,0,0,14418,11350,377,113,31,20,3295,0.033215859030837,0.0099559471365638,0.0027312775330396,33.501549397044954,2
761,398,2025-07-18 12:26:34.951695,12,image,0,1,6180,6332,264,34,12,9,31,0.0416929879974731,0.005369551484523,0.0018951358180669,27.12181086881113,5
762,259,2025-09-15 20:07:40.951695,20,video,0,6,4299,44256,3731,644,0,126,1230756,0.084304953000723,0.0145516992046276,0.0,30.610049073226808,1
763,99,2025-06-17 11:54:50.951695,11,video,0,1,7330,3387,88,35,5,19,57691,0.025981694715087,0.0103336285798641,0.0014762326542663,42.800422691343975,2
764,169,2025-06-09 22:38:26.951695,22,text,0,2,4202,977,5,1,1,1,271,0.0051177072671443,0.0010235414534288,0.0010235414534288,29.51970050137675,5
765,345,2025-06-23 09:49:32.951695,9,text,0,4,24740,14154,209,127,29,3,201,0.0147661438462625,0.0089727285572982,0.0020488907729263,35.74636663142838,2
766,79,2025-06-27 08:58:26.951695,8,video,0,2,9187,13295,874,110,0,49,238101,0.0657389996239187,0.0082737871380218,0.0,26.48411787437056,2
767,263,2025-09-22 02:59:08.951695,2,text,0,2,6199,11627,218,93,13,3,1803,0.0187494624580717,0.0079986238926636,0.0011180872108024,29.82505754751519,1
768,6,2025-07-29 15:37:02.951695,15,video,0,2,1336,668,40,7,1,2,8410,0.059880239520958,0.0104790419161676,0.0014970059880239,38.85400317817755,5
769,163,2025-07-11 15:28:23.951695,15,video,0,1,41293,26741,1482,481,0,75,608813,0.0554205153135634,0.0179873602333495,0.0,26.865164711061162,3
770,124,2025-07-30 03:24:22.951695,3,image,0,2,19133,87106,1578,1276,0,158,20374,0.0181158588386563,0.0146488186806878,0.0,39.062242789984644,4
771,341,2025-07-26 00:48:42.951695,0,video,0,3,497,180,12,0,0,0,2592,0.0666666666666666,0.0,0.0,33.538759677277376,2
772,458,2025-07-14 19:52:46.951695,19,video,1,0,2109,11236,477,114,0,38,94247,0.0424528301886792,0.0101459594161623,0.0,27.18766612052866,4
773,74,2025-06-25 04:49:14.951695,4,image,0,3,8080,25372,977,128,0,28,16196,0.0385070156077565,0.0050449314204635,0.0,33.1620386952776,4
774,399,2025-08-26 08:42:23.951695,8,video,0,2,8350,6325,389,81,34,38,151902,0.0615019762845849,0.0128063241106719,0.0053754940711462,34.862772248133645,2
775,328,2025-06-25 01:05:26.951695,1,video,0,2,4596,3407,140,26,6,2,49305,0.0410918696800704,0.0076313472262987,0.0017610801291458,33.10904981108598,3
776,485,2025-09-09 16:53:32.951695,16,text,0,2,4643,1903,32,18,0,3,1951,0.0168155543878087,0.0094587493431424,0.0,22.148876400547717,2
777,456,2025-07-02 20:31:53.951695,20,image,0,1,5768,5063,216,68,0,23,1122,0.0426624530910527,0.0134307722694054,0.0,26.364314120875658,6
778,51,2025-09-04 10:01:09.951695,10,text,0,1,6562,1761,29,15,0,1,463,0.0164679159568427,0.0085178875638841,0.0,28.762406822242475,3
779,372,2025-09-13 07:45:28.951695,7,image,0,3,18563,15594,250,99,49,15,12931,0.0160318071052969,0.0063485956136975,0.0031422341926381,29.62783285449977,5
780,297,2025-06-23 16:36:32.951695,16,image,0,1,6607,7949,239,54,13,18,12398,0.0300666750534658,0.0067933073342558,0.0016354258397282,33.10336048775339,2
781,57,2025-06-19 01:29:52.951695,1,video,0,2,3732,2458,49,24,6,1,63944,0.0199349064279902,0.0097640358014646,0.0024410089503661,30.888505004666268,4
782,129,2025-09-30 14:26:22.951695,14,text,0,1,2592,2797,38,16,3,0,871,0.0135859849839113,0.0057204147300679,0.0010725777618877,23.323278206449494,4
783,464,2025-08-03 05:14:41.951695,5,video,0,4,618,840,51,16,0,6,30520,0.0607142857142857,0.019047619047619,0.0,31.900989255029817,4
784,272,2025-08-23 06:44:53.951695,6,video,0,2,6744,3491,149,35,0,9,29985,0.0426811801775995,0.0100257805786307,0.0,33.05292872641912,6
785,170,2025-06-11 10:39:36.951695,10,text,0,4,4718,7629,153,52,9,8,4026,0.0200550530869052,0.0068160964739808,0.001179709005112,32.7989522396552,3
786,161,2025-07-12 02:21:19.951695,2,text,0,2,1872,2449,25,10,1,2,689,0.0102082482645977,0.0040832993058391,0.0004083299305839,35.40390362777311,1
787,419,2025-08-08 07:12:54.951695,7,image,0,2,4586,780,37,15,3,2,382,0.0474358974358974,0.0192307692307692,0.0038461538461538,34.16961077274452,4
788,142,2025-09-22 23:58:43.951695,23,video,0,2,1827,6725,147,39,30,20,42079,0.0218587360594795,0.0057992565055762,0.0044609665427509,32.29590039614218,4
789,80,2025-07-11 05:24:55.951695,5,video,0,2,3607,1514,74,11,0,4,12102,0.0488771466314399,0.0072655217965653,0.0,29.649171442706766,3
790,287,2025-09-09 16:13:15.951695,16,image,0,4,6397,2567,44,34,0,3,1889,0.0171406310868718,0.0132450331125827,0.0,21.695195332420045,2
791,497,2025-08-27 02:50:35.951695,2,text,0,2,787,793,10,11,0,0,709,0.0126103404791929,0.0138713745271122,0.0,32.14809109566293,3
792,92,2025-06-22 11:38:59.951695,11,image,0,6,4453,8750,399,105,0,10,2056,0.0456,0.012,0.0,31.038438435815557,2
793,128,2025-07-13 20:35:25.951695,20,video,0,4,1497,3932,130,28,0,18,78873,0.0330620549338758,0.0071210579857578,0.0,31.357894185976868,3
794,235,2025-07-07 04:43:06.951695,4,video,0,1,2370,3918,201,38,11,4,42489,0.0513016845329249,0.0096988259315977,0.0028075548749361,23.616257120898453,3
795,100,2025-07-31 18:08:58.951695,18,image,0,2,1987,2591,60,37,0,2,152,0.0231570822076418,0.0142802006947124,0.0,24.594717297958688,4
796,326,2025-08-23 21:25:57.951695,21,image,1,2,10206,33584,626,227,80,118,573,0.018639828489757,0.0067591710338256,0.0023820867079561,35.26576426666452,2
797,127,2025-07-30 15:55:08.951695,15,video,0,4,21232,23336,886,261,47,151,1497040,0.0379670894754885,0.0111844360644497,0.0020140555365101,29.802224230716725,3
798,65,2025-07-07 23:56:07.951695,23,video,0,1,10008,13168,819,298,78,50,124313,0.0621962332928311,0.0226306196840826,0.0059234507897934,33.40750348686312,2
799,131,2025-08-31 03:48:03.951695,3,video,0,2,3328,2905,294,37,16,20,74361,0.1012048192771084,0.012736660929432,0.0055077452667814,30.141591880652296,2
800,466,2025-08-17 18:56:48.951695,18,video,0,2,3106,1089,76,11,0,1,2705,0.0697887970615243,0.0101010101010101,0.0,30.148780697478717,4
801,468,2025-08-09 23:17:38.951695,23,image,1,1,34106,81313,3757,833,216,174,72801,0.0462041739943182,0.0102443643697809,0.0026564018053693,34.69141902987999,5
802,253,2025-08-14 04:23:54.951695,4,video,0,4,27686,9946,552,134,54,43,132884,0.0554996983712045,0.0134727528654735,0.0054293183189221,27.41977635891313,2
803,201,2025-07-05 06:44:37.951695,6,image,0,1,6888,7627,414,57,22,18,2348,0.0542808443686901,0.0074734495869935,0.0028844893142782,30.480603884704916,4
804,410,2025-08-29 07:18:41.951695,7,text,0,5,1344,1447,16,7,1,1,295,0.0110573600552868,0.0048375950241879,0.0006910850034554,27.688623556474788,5
805,98,2025-07-25 03:40:17.951695,3,link,0,3,1813,324,3,10,0,1,242,0.0092592592592592,0.0308641975308641,0.0,27.82751886283842,4
806,327,2025-07-22 06:27:26.951695,6,link,0,4,1020,2008,26,38,0,2,811,0.0129482071713147,0.0189243027888446,0.0,28.454139382656802,2
807,341,2025-06-26 14:54:16.951695,14,video,0,1,497,351,20,6,0,1,2284,0.0569800569800569,0.017094017094017,0.0,31.110668858168562,6
808,356,2025-08-19 06:33:41.951695,6,video,0,4,6203,1903,62,43,4,7,25872,0.0325801366263794,0.0225959012086179,0.002101944298476,27.606256891682616,2
809,109,2025-08-19 23:20:36.951695,23,video,0,4,11387,5663,160,82,0,18,252091,0.0282535758431926,0.0144799576196362,0.0,36.278780627867604,2
810,359,2025-07-19 11:44:09.951695,11,text,0,5,2072,1136,13,9,0,1,32,0.0114436619718309,0.0079225352112676,0.0,25.52696348890248,1
811,306,2025-09-19 20:02:17.951695,20,video,0,5,1714,383,12,4,2,0,9423,0.031331592689295,0.010443864229765,0.0052219321148825,29.065641779193204,3
812,438,2025-09-18 02:35:19.951695,2,image,0,4,1686,1348,36,11,3,1,791,0.0267062314540059,0.008160237388724,0.0022255192878338,27.801344708629124,1
813,88,2025-06-21 17:44:47.951695,17,video,0,0,4976,18422,1278,757,108,88,426375,0.0693735750732819,0.0410921724025621,0.0058625556399956,37.23488942176866,2
814,307,2025-08-31 01:22:50.951695,1,video,0,1,3517,6431,280,91,0,12,102195,0.0435391074482973,0.0141502099206966,0.0,30.982773882557872,2
815,415,2025-07-25 21:54:50.951695,21,text,0,3,3696,24087,297,186,28,26,20951,0.0123303026528832,0.0077220077220077,0.001162452775356,35.159222697343175,4
816,140,2025-10-06 14:50:55.951695,14,image,0,3,90568,111631,2997,870,356,202,57410,0.0268473811038152,0.0077935340541605,0.003189078302622,22.57219813481514,5
817,372,2025-07-05 15:44:16.951695,15,image,0,1,18563,26729,650,229,0,57,2861,0.0243181563096262,0.0085674735306221,0.0,31.335251329346296,2
818,50,2025-07-12 07:34:46.951695,7,link,0,0,5258,2255,47,78,0,3,1322,0.0208425720620842,0.0345898004434589,0.0,34.44815397811718,5
819,360,2025-07-31 16:56:10.951695,16,video,0,2,4240,3778,203,22,19,18,234542,0.0537321334039174,0.0058231868713605,0.0050291159343568,30.41141994637712,5
820,304,2025-07-10 21:34:10.951695,21,video,0,3,3538,3233,116,27,0,10,64193,0.0358799876275904,0.0083513764305598,0.0,35.32740187532676,4
821,97,2025-08-30 16:36:39.951695,16,image,0,1,1309,1074,20,3,0,1,251,0.0186219739292365,0.0027932960893854,0.0,27.41355774949814,1
822,34,2025-08-05 08:41:07.951695,8,image,1,4,2178,6094,116,75,0,10,1373,0.0190351165080406,0.0123071873974401,0.0,37.0467372009279,4
823,373,2025-07-05 03:48:03.951695,3,image,0,1,11577,18272,431,121,0,15,4686,0.0235880035026269,0.0066221541155866,0.0,41.49449061809625,5
824,121,2025-08-08 10:01:38.951695,10,video,0,2,1766,1502,57,19,0,4,18373,0.0379494007989347,0.0126498002663115,0.0,28.185807197801704,4
825,249,2025-09-23 07:22:43.951695,7,link,0,3,89775,35447,737,695,41,24,5498,0.0207916043670832,0.0196067368183485,0.0011566564166219,27.77248739299614,2
826,31,2025-09-11 17:46:10.951695,17,video,0,2,41841,32313,1579,572,109,91,335780,0.0488657815739795,0.0177018537430755,0.0033732553461455,37.26692238558851,3
827,482,2025-08-07 12:17:50.951695,12,image,0,1,20603,13229,493,219,22,18,3358,0.0372666112328974,0.016554539269786,0.0016630130773301,37.89786072865356,3
828,275,2025-07-13 06:31:43.951695,6,image,0,4,23702,50279,2978,392,0,118,40401,0.0592294993933849,0.0077964955548041,0.0,27.385699864233658,3
829,466,2025-06-30 05:44:34.951695,5,link,0,3,3106,2876,104,61,2,2,3628,0.0361613351877607,0.0212100139082058,0.0006954102920723,27.899065914520712,1
830,81,2025-09-22 01:24:45.951695,1,image,0,1,7760,9644,294,48,0,22,761,0.0304852758191621,0.0049771878888428,0.0,28.591076955697464,2
831,103,2025-09-01 20:57:02.951695,20,link,0,1,3441,2881,54,94,0,2,588,0.01874349184311,0.0326275598750433,0.0,23.277747444828616,4
832,306,2025-08-16 07:30:01.951695,7,video,0,6,1714,4441,166,56,4,7,61284,0.037378968700743,0.0126097725737446,0.0009006980409817,25.40674026757901,5
833,303,2025-09-22 04:26:30.951695,4,image,0,1,11658,3104,82,15,0,9,92,0.0264175257731958,0.0048324742268041,0.0,24.97929616623966,1
834,396,2025-06-23 06:08:16.951695,6,text,0,0,5643,5985,68,45,0,2,1283,0.0113617376775271,0.0075187969924812,0.0,26.161012174479357,5
835,465,2025-08-29 13:14:20.951695,13,image,0,2,1607,563,16,4,0,2,307,0.0284191829484902,0.0071047957371225,0.0,29.826575563066093,2
836,411,2025-07-04 15:48:05.951695,15,image,1,2,1116,4746,124,51,21,10,1577,0.0261272650653181,0.0107458912768647,0.0044247787610619,31.171073662682602,4
837,71,2025-06-23 02:55:58.951695,2,link,0,3,1372,937,27,27,1,0,61,0.0288153681963714,0.0288153681963714,0.0010672358591248,37.75250246407038,4
838,155,2025-08-03 12:37:21.951695,12,video,0,3,4657,851,17,4,3,3,6600,0.0199764982373678,0.0047003525264394,0.0035252643948296,25.008229796306047,4
839,457,2025-07-25 03:21:41.951695,3,image,0,3,14418,19598,673,152,0,16,10266,0.0343402387998775,0.0077558934585161,0.0,34.92161199238292,5
840,275,2025-09-29 14:14:59.951695,14,text,0,2,23702,29268,417,224,0,30,4035,0.0142476424764247,0.007653409867432,0.0,28.930055778872454,2
841,434,2025-07-17 12:43:51.951695,12,link,1,4,787,481,11,20,0,0,467,0.0228690228690228,0.0415800415800415,0.0,29.752681451737836,5
842,282,2025-09-14 10:35:18.951695,10,link,1,1,858,2333,50,85,5,3,782,0.0214316330904414,0.0364337762537505,0.0021431633090441,33.37409746083302,1
843,25,2025-09-06 12:17:30.951695,12,text,0,5,3202,6947,59,62,9,2,374,0.008492874622139,0.0089247157046207,0.0012955232474449,24.386389892188507,4
844,237,2025-08-27 19:17:26.951695,19,video,0,0,574,951,55,16,0,10,8166,0.0578338590956887,0.0168243953732912,0.0,31.912048730920255,4
845,413,2025-09-27 02:25:24.951695,2,link,0,2,2494,1657,20,54,0,3,771,0.012070006035003,0.0325890162945081,0.0,30.83226104106528,4
846,328,2025-07-27 14:29:34.951695,14,image,0,3,4596,7433,178,45,0,6,309,0.0239472622090676,0.0060540831427418,0.0,32.462256320040744,2
847,67,2025-07-25 09:55:22.951695,9,image,0,2,3467,6407,226,25,10,7,2625,0.0352739191509286,0.0039019822069611,0.0015607928827844,31.44584321953909,5
848,106,2025-06-27 23:11:54.951695,23,image,0,3,4002,11731,504,82,0,22,1832,0.0429630892507032,0.0069900264257096,0.0,42.27650069955447,2
849,428,2025-07-11 17:51:53.951695,17,text,0,4,27467,13715,102,57,10,6,12194,0.0074371126503827,0.0041560335399197,0.0007291286912139,26.81130007874342,1
850,490,2025-09-22 05:25:34.951695,5,image,0,2,9562,5708,95,46,0,3,2187,0.0166433076384022,0.0080588647512263,0.0,27.345015224990913,4
851,377,2025-08-04 13:53:25.951695,13,text,0,1,4003,2849,39,16,0,0,899,0.0136890136890136,0.0056160056160056,0.0,26.88429736787618,3
852,50,2025-07-19 14:46:03.951695,14,video,0,2,5258,3410,172,59,15,8,60292,0.0504398826979472,0.0173020527859237,0.0043988269794721,27.222614404198726,4
853,310,2025-07-04 14:04:21.951695,14,video,0,1,27786,13502,538,88,34,48,360861,0.0398459487483335,0.0065175529551177,0.0025181454599318,26.81306436346741,3
854,415,2025-08-05 20:21:19.951695,20,image,1,7,3696,36271,1662,204,0,102,17409,0.0458217308593642,0.0056243279755176,0.0,35.94508265553776,2
855,321,2025-09-02 15:39:58.951695,15,video,0,2,10746,3903,195,101,14,11,88945,0.0499615680245964,0.0258775301050474,0.0035869843709966,37.102521239949276,4
856,298,2025-07-13 01:20:34.951695,1,image,0,3,3388,2872,75,19,7,3,2387,0.0261142061281337,0.0066155988857938,0.0024373259052924,27.14626853125262,3
857,234,2025-09-07 13:53:36.951695,13,video,0,1,16413,17487,903,324,141,78,483762,0.0516383599245153,0.0185280494081317,0.008063132612798,25.838222134478855,2
858,123,2025-08-23 05:27:31.951695,5,image,0,2,6124,6134,91,48,17,10,321,0.0148353439843495,0.0078252363873492,0.0027714378871861,32.35707778193202,4
859,141,2025-09-11 03:51:00.951695,3,video,0,3,7438,8608,313,138,9,11,133693,0.0363615241635687,0.0160315985130111,0.0010455390334572,27.238884778595143,3
860,373,2025-07-08 18:17:23.951695,18,video,0,1,11577,35811,746,456,0,44,495530,0.0208315880595347,0.0127335176342464,0.0,33.164659088777555,3
861,35,2025-08-23 09:01:51.951695,9,image,0,1,9099,7438,153,23,0,12,2513,0.0205700457112126,0.0030922290938424,0.0,31.0146151042565,3
862,43,2025-06-27 02:25:39.951695,2,video,0,4,2526,2266,50,14,0,11,28040,0.0220653133274492,0.0061782877316857,0.0,22.42127942501384,4
863,199,2025-07-22 07:24:19.951695,7,video,0,1,4889,20336,1085,451,0,44,148623,0.0533536585365853,0.0221774193548387,0.0,37.737526006650306,4
864,388,2025-09-03 13:49:37.951695,13,video,0,3,8301,13288,315,82,25,6,294260,0.0237055990367248,0.0061709813365442,0.0018813967489464,38.97938836547761,4
865,329,2025-08-23 10:52:29.951695,10,video,0,3,1522,2416,51,8,8,1,11662,0.0211092715231788,0.0033112582781456,0.0033112582781456,26.93605654757807,1
866,295,2025-07-01 04:42:32.951695,4,image,1,2,3878,13149,410,86,0,14,10008,0.0311810784090044,0.0065404213248155,0.0,28.061492200320078,4
867,268,2025-09-19 15:41:48.951695,15,video,0,1,6986,13493,505,231,57,45,797629,0.0374268139035055,0.0171199881419995,0.0042244126584154,31.429326953624525,4
868,56,2025-06-15 01:19:14.951695,1,image,1,1,2594,2717,68,17,6,4,56,0.0250276039749723,0.006256900993743,0.0022083179977916,31.672283949935125,4
869,166,2025-08-19 01:53:28.951695,1,image,0,5,1992,1734,27,14,0,1,1568,0.0155709342560553,0.008073817762399,0.0,33.29272136336415,2
870,40,2025-10-04 17:04:22.951695,17,image,0,1,9420,20560,954,378,0,44,4401,0.0464007782101167,0.0183852140077821,0.0,40.05102269383175,5
871,380,2025-08-11 10:24:13.951695,10,image,1,1,3109,24411,651,89,0,48,2792,0.0266683052722133,0.0036458973413625,0.0,29.11526386252975,4
872,376,2025-09-12 17:36:17.951695,17,video,1,2,50395,95838,3106,941,211,490,1605868,0.0324088566121997,0.0098186523091049,0.0022016319205325,26.00851377730773,1
873,130,2025-08-19 01:47:28.951695,1,link,1,3,1945,10338,139,103,0,10,5957,0.0134455407235442,0.009963242406655,0.0,23.103403859927365,3
874,147,2025-09-10 14:57:51.951695,14,image,0,2,2664,3423,133,20,7,1,743,0.0388548057259713,0.0058428279287175,0.0020449897750511,26.345349800290403,5
875,159,2025-08-26 07:46:51.951695,7,video,0,2,2983,3681,307,49,14,15,61907,0.0834012496604183,0.0133116001086661,0.0038033143167617,29.834365135631014,1
876,445,2025-08-30 14:07:48.951695,14,link,0,0,3488,4470,162,83,8,7,4778,0.036241610738255,0.0185682326621923,0.0017897091722595,38.97278931758894,6
877,245,2025-07-05 23:45:58.951695,23,image,0,1,41325,59766,1773,927,119,151,12555,0.0296656962152394,0.0155104909145668,0.0019910986179433,27.411943504819142,4
878,382,2025-09-05 16:06:51.951695,16,image,1,2,18206,153187,4289,858,0,329,8600,0.0279984593992962,0.0056009974736759,0.0,31.118939758194493,3
879,225,2025-07-07 04:51:01.951695,4,text,0,2,5380,10021,123,32,0,4,3485,0.0122742241293284,0.0031932940824269,0.0,29.91788551963624,2
880,350,2025-10-04 07:54:50.951695,7,video,0,4,21503,47272,1140,194,0,145,77660,0.0241157556270096,0.0041039092909121,0.0,35.94196636724042,2
881,265,2025-07-05 23:41:49.951695,23,text,1,4,7875,6660,76,60,9,4,3098,0.0114114114114114,0.009009009009009,0.0013513513513513,42.63466212936811,5
882,140,2025-07-07 01:19:11.951695,1,image,1,2,90568,222454,8968,2525,0,350,98357,0.0403139525474929,0.0113506612603055,0.0,27.345656135398396,2
883,439,2025-09-19 16:38:54.951695,16,image,1,0,2554,9344,265,50,0,23,2736,0.0283604452054794,0.0053510273972602,0.0,27.55280278740889,4
884,355,2025-07-07 19:28:09.951695,19,video,0,3,14306,19301,716,161,65,52,59355,0.0370965234961919,0.0083415367079425,0.0033677011553805,35.22080438534536,3
885,385,2025-07-21 23:04:12.951695,23,video,0,3,991,423,21,4,0,1,1946,0.0496453900709219,0.0094562647754137,0.0,33.409457448131555,1
886,475,2025-09-02 09:50:01.951695,9,link,1,1,9128,10892,193,613,6,1,4313,0.0177194271024605,0.0562798384135145,0.0005508630187293,39.23353662868017,0
887,125,2025-06-27 16:51:57.951695,16,video,0,1,11328,4795,128,52,0,15,100086,0.0266944734098018,0.010844629822732,0.0,32.91964092662982,3
888,46,2025-06-27 17:47:47.951695,17,video,0,2,6116,3120,96,20,0,8,33758,0.0307692307692307,0.0064102564102564,0.0,28.203539546064704,6
889,292,2025-08-06 00:22:56.951695,0,image,1,1,5724,7246,150,92,0,9,4682,0.0207010764559757,0.0126966602263317,0.0,32.95327415346155,2
890,164,2025-07-07 21:30:59.951695,21,text,0,2,2161,4290,69,25,7,1,661,0.016083916083916,0.0058275058275058,0.0016317016317016,35.54351790291454,2
891,218,2025-07-06 22:21:53.951695,22,video,0,1,18720,7166,407,87,0,33,321595,0.0567959810214903,0.012140664247837,0.0,34.10241090598682,2
892,118,2025-06-09 18:16:41.951695,18,text,0,1,5023,21497,405,36,0,14,2575,0.0188398381169465,0.0016746522770619,0.0,32.53637015553649,3
893,200,2025-07-23 02:33:53.951695,2,image,0,4,4173,2641,64,20,10,2,504,0.024233244982961,0.0075728890571753,0.0037864445285876,35.33337344794577,3
894,197,2025-07-16 20:13:53.951695,20,text,1,3,9351,8396,114,37,0,16,421,0.0135778942353501,0.0044068604097189,0.0,35.84647795222836,5
895,176,2025-06-12 09:23:55.951695,9,video,0,1,5840,8301,449,185,0,20,127185,0.0540898686905192,0.0222864715094566,0.0,36.91079495518763,3
896,372,2025-08-22 04:49:17.951695,4,video,0,0,18563,30486,1249,203,0,85,146658,0.0409696254018237,0.0066587942006166,0.0,33.24354943794821,3
897,297,2025-08-22 20:26:12.951695,20,image,0,3,6607,18944,449,204,64,26,8134,0.0237014358108108,0.010768581081081,0.0033783783783783,29.164409598415727,1
898,238,2025-06-17 03:34:31.951695,3,video,0,2,4176,1929,93,27,5,5,5650,0.0482115085536547,0.0139968895800933,0.0025920165889061,30.733568432166614,6
899,57,2025-07-16 16:44:58.951695,16,image,1,2,3732,18460,275,108,0,13,3769,0.0148970747562296,0.0058504875406283,0.0,36.03254483254178,2
900,286,2025-09-21 09:20:59.951695,9,video,0,1,3067,1296,31,19,5,3,14203,0.0239197530864197,0.0146604938271604,0.003858024691358,25.91532164506382,1
901,88,2025-08-17 12:18:40.951695,12,text,0,3,4976,14966,708,162,43,13,16687,0.0473072297207002,0.0108245356140585,0.0028731792062007,31.843366544364507,4
902,158,2025-07-28 02:09:25.951695,2,text,0,8,13131,3238,36,12,0,3,608,0.0111179740580605,0.0037059913526868,0.0,28.033305938363196,3
903,208,2025-08-03 11:09:48.951695,11,text,0,2,1452,1228,13,5,0,0,705,0.010586319218241,0.004071661237785,0.0,30.143724114674086,3
904,71,2025-07-03 15:30:58.951695,15,link,0,1,1372,2962,54,101,2,4,692,0.0182309250506414,0.0340985820391627,0.00067521944632,36.39225931303649,3
905,195,2025-09-14 01:53:19.951695,1,link,0,2,1624,1703,60,28,3,1,190,0.0352319436288901,0.016441573693482,0.0017615971814445,30.955495340099517,4
906,134,2025-09-26 08:00:12.951695,8,image,0,1,3935,1453,27,18,0,4,620,0.0185822436338609,0.0123881624225739,0.0,30.232182740780743,2
907,425,2025-09-25 22:22:56.951695,22,image,0,2,2022,321,7,3,0,1,128,0.0218068535825545,0.0093457943925233,0.0,23.200719295100402,4
908,430,2025-07-05 12:36:03.951695,12,text,0,3,7279,12061,217,55,26,4,5925,0.0179918746372605,0.004560152557831,0.0021557084818837,33.731267830136105,3
909,3,2025-07-15 22:36:07.951695,22,link,0,4,10409,11236,196,254,0,11,3546,0.0174439302242791,0.0226059095763616,0.0,33.22742090570538,3
910,302,2025-06-27 22:15:48.951695,22,link,0,7,1060,965,21,19,0,0,254,0.021761658031088,0.0196891191709844,0.0,40.8162736165273,3
911,321,2025-07-15 12:24:33.951695,12,text,0,1,10746,3013,66,19,7,3,769,0.0219050779953534,0.0063060073016926,0.002323265847992,28.461108825234998,2
912,189,2025-07-18 14:08:58.951695,14,video,0,2,1251,2800,79,16,10,7,35769,0.0282142857142857,0.0057142857142857,0.0035714285714285,31.095751638319694,4
913,235,2025-08-23 15:00:52.951695,15,link,0,3,2370,6461,215,237,14,9,2716,0.0332765825723572,0.036681628230924,0.0021668472372697,31.246918418553776,3
914,395,2025-07-01 09:51:05.951695,9,link,1,0,9916,43719,902,941,49,44,16611,0.0206317619341704,0.0215238225942953,0.001120794162721,37.887266398817374,2
915,189,2025-09-26 23:31:59.951695,23,image,0,0,1251,1172,43,13,0,3,380,0.0366894197952218,0.0110921501706484,0.0,29.523522338065238,3
916,33,2025-06-21 00:35:47.951695,0,text,0,2,2944,6185,49,53,0,1,962,0.0079223928860145,0.0085691188358932,0.0,31.395107628851697,7
917,187,2025-06-09 11:28:43.951695,11,image,0,2,5903,29248,869,128,60,27,9033,0.0297114332603938,0.0043763676148796,0.0020514223194748,33.0394825485827,3
918,127,2025-09-19 05:54:43.951695,5,link,0,1,21232,19158,442,513,0,7,12683,0.023071301806034,0.0267773253993109,0.0,30.93304561578179,5
919,192,2025-09-01 02:31:37.951695,2,video,0,0,4107,2907,108,13,0,14,9403,0.0371517027863777,0.0044719642242862,0.0,27.767831927247357,2
920,116,2025-07-21 07:06:23.951695,7,text,0,2,2894,2838,48,18,0,4,357,0.0169133192389006,0.0063424947145877,0.0,30.97044996449154,1
921,75,2025-08-19 02:42:32.951695,2,video,0,3,5667,5387,182,47,14,19,29722,0.0337850380545758,0.0087247076294783,0.0025988490811212,35.36815874929886,2
922,493,2025-07-05 11:28:37.951695,11,video,0,0,3691,2922,94,50,0,19,14861,0.0321697467488021,0.0171115674195756,0.0,24.8674235029447,3
923,65,2025-06-28 20:37:55.951695,20,video,0,2,10008,2524,156,39,17,7,67747,0.0618066561014263,0.0154516640253565,0.0067353407290015,30.66484837073438,2
924,354,2025-08-04 04:34:46.951695,4,image,0,2,11089,3281,43,19,3,10,4231,0.0131057604388905,0.0057909174032307,0.0009143553794574,26.499395925304135,0
925,359,2025-07-21 00:51:03.951695,0,video,0,3,2072,3440,86,55,0,4,76897,0.025,0.0159883720930232,0.0,35.97523314462421,5
926,309,2025-08-21 11:31:57.951695,11,link,1,4,8801,118265,2037,2802,280,154,16443,0.0172240307783367,0.0236925548556208,0.0023675643681562,22.384065476081126,4
