user_id,group,ad_spend,sessions,purchases,revenue,region,signup_date
526,A,3.86,0,0,0.0,North America,2024-04-18
527,A,28.41,1,0,0.0,North America,2024-02-20
528,A,19.17,4,0,0.0,Europe,2024-05-26
529,A,15.69,1,0,0.0,Europe,2024-06-18
530,B,5.15,1,0,0.0,Europe,2024-02-04
531,B,10.93,3,1,27.79,Europe,2024-02-15
532,B,22.69,3,1,36.59,Europe,2024-06-02
533,B,76.12,5,1,195.42,North America,2024-03-09
534,B,6.77,0,0,0.0,Asia,2024-04-02
535,B,14.91,2,0,0.0,Asia,2024-03-04
536,B,38.08,4,0,0.0,Europe,2024-06-13
537,B,7.82,2,0,0.0,North America,2024-02-18
538,A,30.71,2,1,33.34,Europe,2024-05-28
539,A,2.81,1,0,0.0,North America,2024-03-14
540,A,3.69,1,0,0.0,North America,2024-01-05
541,B,43.76,4,0,0.0,North America,2024-04-09
542,B,31.85,1,0,0.0,Europe,2024-03-10
543,A,41.24,4,0,0.0,Asia,2024-03-30
544,B,57.76,1,0,0.0,Europe,2024-01-04
545,B,44.82,1,0,0.0,Europe,2024-05-05
546,A,3.78,1,0,0.0,North America,2024-02-08
547,A,11.88,0,0,0.0,North America,2024-06-11
548,B,18.76,0,0,0.0,North America,2024-05-08
549,B,30.25,1,0,0.0,Asia,2024-01-24
550,B,34.64,2,0,0.0,North America,2024-02-26
551,B,14.23,2,0,0.0,Asia,2024-04-09
552,B,12.43,0,0,0.0,Europe,2024-03-10
553,B,20.84,2,0,0.0,North America,2024-02-10
554,B,20.0,2,0,0.0,Europe,2024-06-30
555,B,10.19,3,0,0.0,Europe,2024-06-22
556,A,4.57,1,0,0.0,Asia,2024-02-29
557,A,11.07,0,0,0.0,Asia,2024-04-17
558,A,23.04,1,0,0.0,North America,2024-02-26
559,B,17.77,3,0,0.0,North America,2024-01-31
560,B,2.53,3,0,0.0,Europe,2024-03-24
561,B,25.32,0,0,0.0,Asia,2024-05-31
562,A,16.45,1,0,0.0,North America,2024-02-05
563,A,20.34,3,0,0.0,Europe,2024-06-06
564,A,29.44,1,0,0.0,Europe,2024-05-31
565,A,17.16,5,0,0.0,Europe,2024-04-17
566,B,9.41,2,0,0.0,North America,2024-04-15
567,A,16.8,0,0,0.0,Europe,2024-06-06
568,A,13.8,1,0,0.0,Asia,2024-03-26
569,B,32.54,2,0,0.0,North America,2024-05-14
570,A,6.37,0,0,0.0,North America,2024-06-11
571,B,47.37,4,0,0.0,Asia,2024-01-14
572,B,15.41,2,0,0.0,North America,2024-04-29
573,A,11.72,2,1,52.12,Asia,2024-05-17
574,B,50.85,1,0,0.0,Europe,2024-03-20
575,B,45.26,4,0,0.0,North America,2024-05-23
576,B,14.24,0,0,0.0,Asia,2024-06-30
577,A,7.34,0,0,0.0,North America,2024-04-15
578,B,30.52,2,1,77.51,Europe,2024-03-10
579,A,18.65,2,0,0.0,North America,2024-02-13
580,A,11.01,1,0,0.0,Europe,2024-03-13
581,A,35.42,5,0,0.0,North America,2024-02-14
582,B,17.18,2,0,0.0,North America,2024-04-16
583,A,7.99,3,0,0.0,Asia,2024-03-24
584,A,21.69,5,0,0.0,North America,2024-03-22
585,B,6.48,1,0,0.0,Europe,2024-04-16
586,A,10.55,2,0,0.0,North America,2024-01-21
587,A,30.3,1,0,0.0,Europe,2024-06-26
588,A,17.22,3,0,0.0,North America,2024-06-09
589,A,18.29,3,0,0.0,Asia,2024-01-07
590,A,10.2,4,1,20.2,Europe,2024-03-10
591,A,12.09,2,0,0.0,North America,2024-05-06
592,B,7.54,1,0,0.0,North America,2024-05-22
593,A,19.28,3,0,0.0,North America,2024-06-08
594,A,5.97,2,0,0.0,Europe,2024-05-27
595,B,7.12,3,0,0.0,North America,2024-05-22
596,A,13.24,1,0,0.0,Asia,2024-06-24
597,B,36.7,1,0,0.0,North America,2024-05-28
598,A,6.48,4,0,0.0,North America,2024-06-18
599,A,28.46,3,1,70.92,Europe,2024-06-02
600,A,22.93,3,2,41.0,Europe,2024-04-29
601,A,1.89,1,0,0.0,North America,2024-05-07
602,A,16.92,5,0,0.0,North America,2024-05-21
603,A,6.21,1,0,0.0,North America,2024-02-26
604,A,15.11,2,0,0.0,Europe,2024-06-13
605,A,11.41,1,1,61.76,Europe,2024-02-27
606,A,45.48,4,0,0.0,Europe,2024-01-21
607,A,22.31,1,0,0.0,Asia,2024-03-22
608,A,11.85,4,0,0.0,Asia,2024-03-09
609,B,22.17,3,0,0.0,Europe,2024-05-10
610,B,34.38,2,0,0.0,Asia,2024-03-27
611,A,15.28,1,0,0.0,North America,2024-06-13
612,B,53.66,1,0,0.0,North America,2024-02-18
613,B,19.7,1,0,0.0,North America,2024-05-26
614,A,19.67,5,0,0.0,North America,2024-04-24
615,B,17.58,2,0,0.0,Europe,2024-03-29
616,B,10.93,0,0,0.0,Asia,2024-03-25
617,A,10.96,2,0,0.0,North America,2024-05-07
618,A,14.6,6,0,0.0,North America,2024-05-19
619,B,39.72,2,0,0.0,Europe,2024-06-17
620,B,44.63,2,0,0.0,Asia,2024-06-09
621,A,46.19,2,0,0.0,North America,2024-06-26
622,A,8.57,0,0,0.0,Europe,2024-04-26
623,A,25.51,0,0,0.0,North America,2024-05-06
624,A,32.97,3,0,0.0,North America,2024-03-11
625,B,9.07,2,0,0.0,Asia,2024-03-26
626,A,16.46,3,0,0.0,Asia,2024-02-02
627,A,3.11,3,0,0.0,North America,2024-03-21
628,B,29.4,4,0,0.0,Asia,2024-05-31
629,A,35.39,1,0,0.0,Europe,2024-03-01
630,A,4.66,0,0,0.0,Asia,2024-03-01
631,B,11.53,5,0,0.0,Europe,2024-04-07
632,B,11.25,1,0,0.0,Europe,2024-01-28
633,B,8.64,2,0,0.0,Europe,2024-02-12
634,B,20.68,3,0,0.0,Europe,2024-06-17
635,A,22.14,1,0,0.0,North America,2024-06-15
636,A,24.6,3,0,0.0,North America,2024-03-26
637,B,35.91,0,0,0.0,North America,2024-06-25
638,A,46.52,2,1,103.02,Europe,2024-01-17
639,A,16.28,3,0,0.0,North America,2024-04-07
640,A,12.69,3,0,0.0,Europe,2024-04-07
641,A,45.71,0,0,0.0,Asia,2024-03-05
642,A,16.42,3,0,0.0,North America,2024-03-14
643,A,10.91,1,0,0.0,Europe,2024-03-25
644,A,38.77,0,0,0.0,North America,2024-01-05
645,A,13.07,4,0,0.0,Asia,2024-01-02
646,B,30.39,2,0,0.0,North America,2024-01-22
647,B,13.13,3,0,0.0,Europe,2024-04-21
648,B,29.02,2,0,0.0,Asia,2024-02-26
649,B,31.04,3,0,0.0,Asia,2024-03-06
650,A,38.71,2,0,0.0,Europe,2024-03-14
651,A,12.93,2,0,0.0,Europe,2024-04-07
652,B,21.91,3,0,0.0,Europe,2024-05-23
653,B,26.12,0,0,0.0,Asia,2024-04-21
654,B,20.05,7,0,0.0,Europe,2024-06-27
655,A,8.95,3,0,0.0,North America,2024-05-04
656,A,30.96,2,0,0.0,Asia,2024-06-15
657,A,16.97,3,0,0.0,Europe,2024-03-26
658,A,4.1,0,0,0.0,Europe,2024-03-16
659,B,7.63,2,0,0.0,North America,2024-03-28
660,B,15.49,1,0,0.0,Europe,2024-06-16
661,A,10.38,2,0,0.0,North America,2024-02-07
662,B,6.38,0,0,0.0,Europe,2024-02-28
663,B,8.04,2,0,0.0,North America,2024-05-17
664,A,42.28,5,0,0.0,Europe,2024-04-08
665,A,30.09,3,0,0.0,Asia,2024-03-03
666,A,35.72,2,0,0.0,North America,2024-02-18
667,A,41.42,2,0,0.0,Asia,2024-02-01
668,A,12.35,1,0,0.0,North America,2024-05-14
669,A,23.21,3,0,0.0,Asia,2024-01-21
670,A,1.84,0,0,0.0,Europe,2024-01-20
671,A,22.2,3,0,0.0,Europe,2024-06-02
672,B,10.6,2,0,0.0,Europe,2024-05-06
673,A,10.65,0,0,0.0,Asia,2024-03-08
674,B,23.53,5,0,0.0,North America,2024-04-19
675,A,15.24,2,0,0.0,North America,2024-04-25
676,B,12.86,2,1,105.4,Europe,2024-05-22
677,A,10.7,3,0,0.0,Asia,2024-04-29
678,A,7.23,5,1,110.21,Europe,2024-03-19
679,B,6.2,1,0,0.0,Europe,2024-04-25
680,B,5.86,0,0,0.0,North America,2024-04-01
681,B,32.93,2,1,303.73,Asia,2024-01-14
682,A,12.9,1,0,0.0,North America,2024-06-03
683,A,37.63,3,0,0.0,Europe,2024-05-04
684,B,30.47,5,0,0.0,North America,2024-06-16
685,B,25.4,2,1,43.14,North America,2024-02-27
686,B,7.73,1,0,0.0,North America,2024-01-28
687,B,7.58,2,0,0.0,North America,2024-01-26
688,A,16.6,2,0,0.0,Europe,2024-04-22
689,B,19.74,2,0,0.0,North America,2024-03-06
690,A,10.83,3,0,0.0,North America,2024-06-01
691,A,19.89,2,0,0.0,North America,2024-05-10
692,A,18.7,1,0,0.0,North America,2024-02-13
693,B,20.49,0,0,0.0,North America,2024-04-06
694,A,31.4,1,0,0.0,North America,2024-02-11
695,A,45.02,1,0,0.0,Europe,2024-01-06
696,B,19.26,0,0,0.0,Europe,2024-06-15
697,A,12.3,2,0,0.0,Europe,2024-06-28
698,B,58.41,3,0,0.0,Europe,2024-01-23
699,A,17.47,2,0,0.0,North America,2024-03-29
700,A,25.72,3,1,18.94,Asia,2024-05-02
701,B,10.5,3,0,0.0,Europe,2024-06-26
702,A,8.28,3,0,0.0,Europe,2024-06-19
703,A,12.38,1,0,0.0,North America,2024-05-26
704,A,17.12,2,0,0.0,North America,2024-02-20
705,A,18.04,0,0,0.0,North America,2024-01-11
706,B,14.13,3,0,0.0,North America,2024-01-12
707,A,20.78,1,0,0.0,Europe,2024-03-14
708,B,24.56,2,0,0.0,Europe,2024-01-08
709,A,39.94,3,1,112.87,Europe,2024-05-31
710,B,10.66,3,0,0.0,Europe,2024-02-10
711,B,31.04,2,0,0.0,Asia,2024-06-12
712,B,18.99,2,0,0.0,Europe,2024-03-25
713,A,10.38,3,0,0.0,Asia,2024-03-12
714,A,5.99,1,0,0.0,North America,2024-02-24
715,A,17.48,0,0,0.0,North America,2024-05-16
716,B,15.42,3,1,51.39,North America,2024-02-16
717,B,20.74,1,0,0.0,Europe,2024-05-22
718,B,6.71,0,0,0.0,Asia,2024-06-24
719,A,17.2,6,1,22.99,North America,2024-04-13
720,B,20.54,2,0,0.0,Asia,2024-02-11
721,B,32.57,6,0,0.0,North America,2024-02-29
722,A,37.94,8,0,0.0,Asia,2024-01-12
723,A,20.23,0,0,0.0,North America,2024-05-09
724,B,12.29,2,0,0.0,North America,2024-01-07
725,B,21.92,1,0,0.0,Europe,2024-03-20
726,B,16.37,0,0,0.0,North America,2024-05-10
727,A,19.86,6,1,47.71,North America,2024-04-18
728,B,4.56,3,0,0.0,North America,2024-01-03
729,A,30.31,1,1,40.61,Asia,2024-01-27
730,A,8.36,1,0,0.0,Europe,2024-04-23
731,A,8.05,2,0,0.0,North America,2024-04-16
732,B,19.73,4,0,0.0,Europe,2024-02-09
733,B,16.32,2,0,0.0,Europe,2024-06-09
734,B,24.84,2,0,0.0,North America,2024-05-08
735,A,16.85,0,0,0.0,North America,2024-01-08
736,B,34.11,3,0,0.0,North America,2024-04-10
737,A,13.44,3,0,0.0,North America,2024-06-08
738,B,21.65,4,0,0.0,Europe,2024-05-03
739,A,41.04,2,0,0.0,North America,2024-06-24
740,A,8.47,0,0,0.0,Europe,2024-04-16
741,A,6.82,4,0,0.0,Europe,2024-04-10
742,A,16.04,5,0,0.0,North America,2024-01-04
743,B,4.66,3,0,0.0,Europe,2024-04-19
744,B,9.07,0,0,0.0,North America,2024-01-19
745,A,5.76,0,0,0.0,Asia,2024-02-01
746,B,1.7,2,0,0.0,Europe,2024-05-16
747,A,8.79,3,0,0.0,Asia,2024-01-12
748,B,15.19,4,1,56.43,Europe,2024-05-18
749,B,11.61,3,0,0.0,North America,2024-02-15
750,B,6.84,2,0,0.0,Europe,2024-04-28
751,A,1.69,3,0,0.0,Asia,2024-01-16
752,B,13.75,2,0,0.0,Europe,2024-05-08
753,B,15.27,0,0,0.0,Asia,2024-03-03
754,A,3.52,1,0,0.0,Asia,2024-04-18
755,A,10.85,5,0,0.0,North America,2024-04-28
756,B,16.77,4,0,0.0,North America,2024-01-21
757,B,21.58,1,0,0.0,Europe,2024-06-06
758,B,27.03,4,0,0.0,North America,2024-01-13
759,B,32.47,5,0,0.0,Asia,2024-06-10
760,B,10.43,0,0,0.0,Asia,2024-01-04
761,A,8.78,1,0,0.0,North America,2024-06-04
762,A,6.01,2,1,46.04,North America,2024-04-11
763,A,13.12,1,0,0.0,Europe,2024-02-28
764,B,15.56,5,0,0.0,North America,2024-05-07
765,A,1.18,1,2,280.48,Asia,2024-01-27
766,B,5.53,2,0,0.0,North America,2024-03-09
767,B,17.27,3,0,0.0,Europe,2024-01-25
768,B,21.34,2,0,0.0,North America,2024-05-10
769,A,6.11,1,0,0.0,Europe,2024-04-06
770,B,34.74,6,0,0.0,Europe,2024-01-25
771,A,30.65,2,0,0.0,Europe,2024-05-27
772,B,11.82,2,0,0.0,North America,2024-06-10
773,A,12.61,2,0,0.0,Europe,2024-06-02
774,A,13.67,0,0,0.0,Asia,2024-05-05
775,B,22.66,0,0,0.0,North America,2024-05-12
776,A,13.27,0,0,0.0,North America,2024-01-09
777,A,14.65,2,0,0.0,North America,2024-04-25
778,B,7.32,2,0,0.0,Europe,2024-06-26
779,B,9.62,7,1,39.6,Europe,2024-05-13
780,B,17.07,3,0,0.0,Europe,2024-02-29
781,B,18.89,4,0,0.0,North America,2024-06-20
782,B,49.23,5,0,0.0,North America,2024-04-30
783,A,19.89,2,0,0.0,Europe,2024-05-18
784,A,5.49,1,0,0.0,Europe,2024-06-23
785,A,11.81,2,0,0.0,Asia,2024-04-17
786,B,14.04,0,0,0.0,North America,2024-04-17
787,B,15.86,2,0,0.0,Europe,2024-05-10
788,A,16.54,3,1,22.62,North America,2024-03-16
789,A,10.07,5,0,0.0,North America,2024-01-30
790,B,40.63,3,0,0.0,Europe,2024-01-21
791,A,5.0,2,0,0.0,Europe,2024-06-04
792,B,17.06,1,0,0.0,Asia,2024-06-09
793,B,54.73,2,0,0.0,North America,2024-06-11
794,B,11.11,2,0,0.0,North America,2024-06-28
795,A,9.02,5,2,181.37,Europe,2024-02-03
796,B,52.47,2,0,0.0,Europe,2024-02-10
797,B,23.74,2,1,135.08,North America,2024-02-20
798,B,17.62,1,0,0.0,North America,2024-06-23
799,B,17.48,3,0,0.0,North America,2024-03-22
800,B,37.63,0,0,0.0,Asia,2024-02-27
